"stratum","cluster","point","tree","species","distance.m","azimuth","dbh.cm","dbh.in","hcb.m","ht.m","ht.ft","baf.ft2.ac","ba.ft2","tf.ac","vol.bf"
4,19,1,2,"TSHE",1.59,16,9.398,3.7,1.56,4.58,15.114,20,0.0747,267.86,39.803
4,19,1,3,"ABGR",1.5,68,11.176,4.4,4.73,10.51,34.683,20,0.1056,189.41,42.809
4,19,1,4,"TSHE",1.46,186,7.239,2.85,,,35.199,20,0.0443,451.47,40.753
4,19,1,5,"TSHE",0.98,216,4.191,1.65,2.4,3.16,10.428,20,0.0148,1346.9,37.656
4,19,1,6,"TSHE",1.42,231,6.35,2.5,,,11.083,20,0.0341,586.73,38.147
4,19,1,7,"ABGR",10.3,36,59.944,23.6,9.95,36.16,119.33,20,3.0377,6.584,893.47
4,19,2,1,"THPL",1.46,144,22.352,8.8,9.79,17.6,58.08,20,0.4224,47.353,50.232
4,19,2,2,"LAOC",2.18,168,33.401,13.15,19.72,31.09,102.6,20,0.9431,21.206,206.67
4,19,2,3,"THPL",9.52,250,50.419,19.85,,,86.294,20,2.149,9.3067,309.28
4,19,2,4,"LAOC",8.03,272,45.339,17.85,,,109.84,20,1.7378,11.509,378.72
4,19,2,5,"ABGR",2.75,281,14.732,5.8,5.45,11.07,36.531,20,0.1835,109.01,50.017
4,19,2,6,"THPL",7.76,284,37.846,14.9,10.49,23.27,76.791,20,1.2108,16.517,160.43
4,19,2,7,"LAOC",8.96,318,50.673,19.95,22.43,38.42,126.79,20,2.1707,9.2136,532.89
4,19,2,8,"THPL",6.34,39,34.417,13.55,,,64.916,20,1.0014,19.973,115.39
4,19,2,9,"THPL",5.53,100,37.084,14.6,6.23,23.11,76.263,20,1.1626,17.203,153.47
4,19,3,1,"PIPO",10.18,353,63.881,25.15,20.67,37.17,122.66,40,3.4498,11.595,982.15
4,19,3,2,"PSME",9.99,358,61.468,24.2,21.7,38.6,127.38,40,3.1941,12.523,773.56
4,19,3,3,"THPL",1.8,45,21.209,8.35,3.8,9.07,29.931,40,0.3803,105.19,29.065
4,19,3,4,"THPL",2.08,53,30.48,12,6.25,19.92,65.736,40,0.7854,50.931,93.853
4,19,3,5,"PSME",9.04,92,57.15,22.5,16.35,35.43,116.92,40,2.7611,14.487,619.01
4,19,3,6,"PSME",4.69,69,43.434,17.1,,,92.241,40,1.5948,25.081,295.86
4,19,3,7,"LAOC",4.76,80,46.228,18.2,,,111,40,1.8066,22.141,396.35
4,19,4,1,"THPL",1.62,272,27.178,10.7,8.62,18.04,59.532,20,0.6244,32.029,70.585
4,19,4,2,"THPL",2.46,291,17.653,6.95,,,30.781,20,0.2634,75.918,23.796
4,19,4,3,"THPL",1.41,344,8.89,3.5,3.45,6.53,21.549,20,0.0668,299.35,13.06
4,19,4,4,"THPL",6.49,64,37.846,14.9,,,70.284,20,1.2108,16.517,147.74
4,19,4,5,"LAOC",6.54,82,37.211,14.65,21.41,35.65,117.64,20,1.1706,17.086,281.53
4,19,4,6,"PSME",6,147,47.625,18.75,18.22,30.44,100.45,20,1.9174,10.431,379.54
4,19,4,7,"LAOC",8.87,225,52.832,20.8,,,118.72,20,2.3596,8.4759,541.89
4,19,4,8,"THPL",6.34,239,36.068,14.2,8.17,20.46,67.518,20,1.0997,18.186,130.28
4,19,4,9,"PIMO",8.21,58,44.577,17.55,18.47,33.91,111.9,20,1.6798,11.906,436.53
4,19,5,1,"ABGR",2.1,158,37.084,14.6,13.44,23.71,78.243,20,1.1626,17.203,249.78
4,19,5,2,"PIPO",6.26,158,56.642,22.3,21.18,40.04,132.13,20,2.7122,7.374,839.49
4,19,5,3,"THPL",1.85,235,9.144,3.6,3.43,5.08,16.764,20,0.0707,282.95,12.65
4,19,5,4,"LAOC",6.08,298,40.132,15.8,19.7,34.96,115.37,20,1.3615,14.689,316.93
4,19,5,5,"THPL",7,300,43.053,16.95,,,77.551,20,1.5669,12.764,206.37
4,19,5,6,"THPL",3.48,37,19.431,7.65,10.51,18.69,61.677,20,0.3192,62.66,42.433
4,19,5,7,"LAOC",8.24,68,38.989,15.35,,,100.63,20,1.2851,15.563,266.19
4,19,5,8,"THPL",2.72,66,28.067,11.05,,,53.569,20,0.6659,30.032,68.171
4,19,5,9,"LAOC",4.4,120,48.514,19.1,26.54,39.24,129.49,20,1.9897,10.052,500.77
4,22,1,1,"PSME",9.23,120,67.48,26.567,5,24.6,81.18,5,3.8494,1.2989,600.02
4,22,1,2,"PIPO",14.01,110,56.3,22.165,12.81,28.06,92.598,5,2.6796,1.866,596.72
4,22,1,3,"PIPO",4.32,141,42.2,16.614,10.93,24.41,80.553,5,1.5055,3.3212,317.38
4,22,1,4,"PIPO",14.89,310,37.7,14.843,6.83,20.71,68.343,5,1.2015,4.1614,231.16
4,22,2,1,"PSME",12,100,62.7,24.685,2.5,27.6,91.08,20,3.3234,6.0179,581.99
4,22,2,2,"PSME",18.79,170,81.8,32.205,6.2,30.4,100.32,20,5.6566,3.5357,1068.9
4,22,2,3,"PSME",5.21,178,39.47,15.539,3.6,22.9,75.57,20,1.317,15.186,208.36
4,22,2,4,"PIPO",9.06,271,43.2,17.008,10.33,23.03,75.999,20,1.5777,12.677,314.37
4,22,2,5,"PIPO",17.79,275,80,31.496,9.24,28.1,92.73,20,5.4104,3.6966,1155.1
4,22,3,1,"PIPO",4.29,156,53.16,20.929,19.2,30.9,101.97,20,2.389,8.3717,586.78
4,22,3,2,"THPL",8.04,175,31.99,12.594,3.5,19.1,63.03,20,0.8651,23.118,98.523
4,22,3,3,"PSME",5.82,240,31.83,12.531,8.6,25,82.5,20,0.8565,23.351,155.28
4,22,3,4,"PSME",7.23,268,55.07,21.681,16.2,28.6,94.38,20,2.5638,7.801,470.32
4,22,3,5,"LAOC",5.71,283,22.12,8.7087,13,20.5,67.65,20,0.4136,48.352,80.942
4,22,3,6,"PSME",5.08,74,28.33,11.154,6,18.2,60.06,20,0.6785,29.477,100.27
4,22,3,8,"PSME",11.31,233,49.75,19.587,6.2,32.92,108.64,20,2.0923,9.5586,443.35
4,22,3,9,"PSME",10.51,3,58.7,23.11,12.08,32.43,107.02,20,2.9129,6.866,598.62
4,22,4,6,"PSME",3.3,345,18.62,7.3307,6.8,12.2,40.26,20,0.2931,68.237,47.032
4,22,5,1,"PSME",2.06,8,12.41,4.8858,3,10.7,35.31,10,0.1302,76.808,33.786
4,22,5,2,"PSME",1.77,4,27.37,10.776,3,12.74,42.042,10,0.6333,15.791,74.295
4,22,5,3,"PSME",15.22,56,65,25.591,5.8,27.26,89.958,10,3.5717,2.7998,616.21
4,22,5,4,"PSME",10.35,58,38.5,15.157,4.29,21.9,72.27,10,1.2531,7.9805,191.87
4,22,5,5,"PSME",6.35,149,23.9,9.4094,1.29,14.12,46.596,10,0.4829,20.709,66.711
4,22,5,6,"PSME",3.08,204,18.5,7.2835,2.5,14.84,48.972,10,0.2893,34.563,51.389
4,22,5,7,"PSME",12.3,275,59.3,23.346,3.3,23.79,78.507,10,2.9727,3.3639,454.52
4,23,1,1,"ABGR",7.75,30,51.3,20.197,11.59,37.69,124.38,20,2.2248,8.9897,690.13
4,23,1,2,"THPL",5.65,22,40.7,16.024,6.86,26.09,86.097,20,1.4003,14.282,204.83
4,23,1,3,"PIMO",12.42,40,72.7,28.622,18.98,41.59,137.25,20,4.468,4.4762,1363.6
4,23,1,4,"THPL",3.65,84,39.4,15.512,4.88,26.13,86.229,20,1.3123,15.24,192.91
4,23,1,5,"THPL",7.32,92,41.4,16.299,13.37,28.46,93.918,20,1.4489,13.803,229.81
4,23,1,6,"LAOC",7.11,145,31,12.205,19.67,31.39,103.59,20,0.8124,24.618,183.63
4,23,1,7,"PIMO",8.51,204,41.5,16.339,18.4,38.17,125.96,20,1.4559,13.737,426.53
4,23,1,8,"THPL",9.52,214,43,16.929,14.71,31.51,103.98,20,1.5631,12.795,272.4
4,23,1,9,"PIMO",6.76,286,45.4,17.874,17.81,40.79,134.61,20,1.7424,11.478,538.05
4,23,2,1,"THPL",5.19,294,32.9,12.953,7.93,24.76,81.708,20,0.915,21.857,131.1
4,23,2,2,"THPL",16.18,350,73.3,28.858,8.06,23.12,76.296,20,4.5421,4.4033,568.62
4,23,2,3,"THPL",2.37,116,44.7,17.598,11.81,23.32,76.956,20,1.6891,11.84,220
4,23,2,4,"PIMO",10.93,152,58.8,23.15,15.45,31.85,105.11,20,2.9228,6.8427,696.45
4,23,3,1,"THPL",9.37,294,62.9,24.764,10.6,29.94,98.802,10,3.3446,2.9899,542.72
4,23,3,2,"PSME",26.51,11,88.2,34.724,21.76,42.03,138.7,10,6.5763,1.5206,1702.8
4,23,3,3,"LAOC",13.3,132,40,15.748,22.54,38.01,125.43,10,1.3526,7.3932,339.93
4,23,3,4,"THPL",11.75,147,54,21.26,3.69,33.17,109.46,10,2.4651,4.0566,445.13
4,23,3,5,"THPL",8.09,198,29.2,11.496,3.74,20.58,67.914,10,0.7208,13.874,89.547
4,23,4,1,"THPL",4.14,310,47.2,18.583,9.47,27.43,90.519,20,1.8834,10.619,285.18
4,23,4,2,"THPL",8.32,74,58.4,22.992,6.02,30.85,101.8,20,2.8832,6.9368,483.26
4,23,4,3,"LAOC",4.76,76,37.2,14.646,18.44,32.24,106.39,20,1.1699,17.096,257.31
4,23,4,4,"THPL",2.73,94,49.4,19.449,13.24,25.23,83.259,20,2.063,9.6946,287.25
4,23,4,5,"THPL",4.32,127,25.7,10.118,13.38,19.58,64.614,20,0.5584,35.819,68.821
4,23,4,6,"THPL",6.06,137,27.8,10.945,10.11,23.5,77.55,20,0.6533,30.612,92.306
4,23,4,7,"LAOC",8.7,167,37.6,14.803,11.95,25.9,85.47,20,1.1952,16.734,216.52
4,23,4,8,"THPL",5.34,257,42.4,16.693,9.54,26.27,86.691,20,1.5198,13.16,222.84
4,23,4,9,"THPL",1.83,236,26.2,10.315,13.6,25.03,82.599,20,0.5803,34.465,87.904
4,23,5,1,"THPL",10.1,309,49.8,19.606,11.86,26.16,86.328,20,2.0966,9.5395,302.11
4,23,5,2,"PIMO",16.22,324,58.1,22.874,14.28,35.35,116.66,20,2.8536,7.0086,752.45
4,23,5,3,"PSME",7.91,42,70.7,27.835,19.48,31.07,102.53,20,4.2256,4.7331,822.09
4,23,5,4,"THPL",2.81,168,32.1,12.638,12.66,22.22,73.326,20,0.8711,22.96,113.57
4,23,5,5,"THPL",3.98,164,25.1,9.8819,7.21,20.71,68.343,20,0.5326,37.552,69.338
4,23,5,6,"THPL",6.78,152,36.8,14.488,14.69,23.81,78.573,20,1.1448,17.47,155.55
4,23,5,7,"THPL",6.58,168,32.4,12.756,8.65,24.68,81.444,20,0.8874,22.537,127.09
4,23,5,8,"TSHE",10.25,245,50.9,20.039,11.45,27.27,89.991,20,2.1902,9.1316,472.06
4,23,5,9,"THPL",8.12,270,55.4,21.811,11.63,26.51,87.483,20,2.5946,7.7084,376.14
4,24,1,1,"PSME",2.02,113,53.086,20.9,12.63,29.74,98.142,20,2.3824,8.395,455.31
4,24,1,2,"PSME",6.62,131,42.164,16.6,,,90.89,20,1.5029,13.308,276.54
4,24,1,3,"PSME",4.73,137,25.146,9.9,11.22,16.79,55.407,20,0.5345,37.415,79.799
4,24,1,4,"PSME",9.19,158,48.006,18.9,,,96.686,20,1.9482,10.266,371.74
4,24,1,5,"PSME",3.76,112,16.764,6.6,7.92,13.14,43.362,20,0.2376,84.184,44.277
4,24,1,6,"PSME",5.17,250,43.688,17.2,,,92.505,20,1.6135,12.395,299.82
4,24,1,7,"PSME",6.57,,53.594,21.1,9.34,27.22,89.826,20,2.4282,8.2366,426.45
4,24,1,8,"PIPO",4.98,353,89.662,35.3,16.78,34.1,112.53,20,6.7962,2.9428,1734.4
4,24,1,9,"PSME",7.46,14,43.942,17.3,,,92.767,20,1.6323,12.252,303.81
4,24,2,1,"PSME",2.66,44,39.878,15.7,14.6,31.42,103.69,40,1.3444,29.754,281.67
4,24,2,2,"PSME",3.72,166,45.212,17.8,,,94.044,40,1.728,23.148,324.2
4,24,2,3,"PSME",4.28,196,42.164,16.6,16.34,31.29,103.26,40,1.5029,26.615,310.72
4,24,2,4,"PSME",2.88,238,36.576,14.4,14.1,26.33,86.889,40,1.1309,35.369,206.05
4,24,2,5,"PSME",1.42,274,42.926,16.9,19.82,31.5,103.95,40,1.5577,25.679,323.11
4,24,2,6,"PSME",5.03,274,41.148,16.2,,,89.768,40,1.4313,27.946,261.63
4,24,2,7,"PSME",6.76,318,55.88,22,17.68,33.58,110.81,40,2.6397,15.153,563.28
4,24,2,8,"PSME",8.7,338,55.626,21.9,,,102.89,40,2.6158,15.292,520.27
4,24,2,9,"PSME",2.67,6,52.07,20.5,11.57,31.4,103.62,40,2.292,17.452,462.1
4,24,3,1,"PSME",2.32,212,18.288,7.2,1.4,9.51,31.383,5,0.2827,17.684,41.65
4,24,3,2,"PSME",2.4,222,10.414,4.1,,,26.298,5,0.0917,54.536,29.766
4,24,3,3,"PSME",0.88,233,5.588,2.2,0.79,3.13,10.329,5,0.0264,189.41,25.833
4,24,3,4,"PSME",1.37,303,7.62,3,,,17.29,5,0.0491,101.86,26.893
4,24,4,1,"PSME",2.34,45,16.002,6.3,1,7.43,24.519,5,0.2165,23.098,35.093
4,24,5,1,"PSME",2.38,261,11.176,4.4,0.89,5.21,17.193,5,0.1056,47.353,28.671
4,24,5,2,"PSME",4.63,323,12.446,4.9,,,32.853,5,0.131,38.182,33.244
5,25,1,1,"ABGR",5.22,152,48.514,19.1,8.28,30.28,99.924,20,1.9897,10.052,505.47
5,25,1,2,"PSME",10.12,116,75.946,29.9,11.59,31.84,105.07,20,4.8759,4.1018,967.5
5,25,1,3,"PSME",17.93,56,92.202,36.3,12.98,35.82,118.21,20,7.1867,2.7829,1587.6
5,25,1,4,"PICO",3.57,52,20.574,8.1,12.09,22.69,74.877,20,0.3578,55.891,67.404
5,25,1,5,"PSME",2.06,82,20.574,8.1,8.18,16.17,53.361,20,0.3578,55.891,60.447
5,25,2,1,"PSME",5.23,160,60.706,23.9,11.1,31.88,105.2,20,3.1154,6.4198,628.07
5,25,2,10,"PSME",3.38,40,48.26,19,19.39,30.53,100.75,20,1.9689,10.158,390.13
5,25,2,2,"PSME",5.13,166,32.004,12.6,9.47,16.37,54.021,20,0.8659,23.098,111.35
5,25,2,3,"ABGR",9.37,178,46.482,18.3,5.03,32.6,107.58,20,1.8265,10.95,499.96
5,25,2,4,"THPL",7.23,207,38.354,15.1,5.78,22.69,74.877,20,1.2436,16.083,160.64
5,25,2,5,"ABGR",2.55,205,15.494,6.1,3.13,10.88,35.904,20,0.2029,98.55,51.401
5,25,2,6,"THPL",4.69,227,21.082,8.3,3.47,13.76,45.408,20,0.3757,53.23,38.207
5,25,2,7,"PSME",2.95,310,28.702,11.3,9.97,15.82,52.206,20,0.6964,28.718,92.194
5,25,2,8,"PSME",2.7,328,26.67,10.5,10.71,21.58,71.214,20,0.6013,33.261,104.08
5,25,2,9,"PICO",6.91,18,31.75,12.5,14.96,24.2,79.86,20,0.8522,23.469,158.79
5,25,3,1,"ABGR",1.92,356,21.336,8.4,2.43,14.91,49.203,20,0.3848,51.97,79.017
5,25,3,10,"PICO",5.49,272,37.592,14.8,19.86,24.42,80.586,20,1.1946,16.741,221.29
5,25,3,11,"PSME",9.36,324,40.894,16.1,16.55,27.27,89.991,20,1.4137,14.147,259.3
5,25,3,12,"ABGR",2.58,316,15.24,6,,,43.515,20,0.1963,101.86,54.382
5,25,3,2,"PICO",5.56,352,29.972,11.8,17.41,23.66,78.078,20,0.7594,26.336,139.39
5,25,3,3,"PSME",8.23,348,44.196,17.4,16.12,32.31,106.62,20,1.6513,12.112,349.11
5,25,3,4,"PICO",4.74,10,29.718,11.7,14.88,25.73,84.909,20,0.7466,26.788,148.47
5,25,3,5,"PICO",2.22,88,30.226,11.9,18.98,22.86,75.438,20,0.7723,25.895,137.11
5,25,3,6,"PSME",5.16,186,40.894,16.1,,,89.482,20,1.4137,14.147,257.97
5,25,3,7,"PICO",1.43,232,24.384,9.6,,,63.997,20,0.5026,39.79,79.307
5,25,3,8,"PICO",6.21,224,39.116,15.4,19,27.64,91.212,20,1.2935,15.462,269.37
5,25,3,9,"PSME",3.88,274,23.876,9.4,,,63.052,20,0.4819,41.501,81.212
5,25,4,1,"PSME",3.7,160,45.974,18.1,12.94,31,102.3,20,1.7868,11.193,361.48
5,25,4,2,"PICO",4.51,158,39.116,15.4,15,27.36,90.288,20,1.2935,15.462,266.72
5,25,4,3,"PSME",8.13,234,55.88,22,,,103.07,20,2.6397,7.5765,525.69
5,25,4,4,"PSME",4.79,348,94.742,37.3,14.19,27.66,91.278,20,7.5881,2.6357,1299.1
5,25,4,5,"ABGR",3.66,324,24.384,9.6,4.11,11.89,39.237,20,0.5026,39.79,80.883
5,25,4,6,"PSME",3.89,34,18.034,7.1,,,49.198,20,0.2749,72.744,50.207
5,25,4,7,"PSME",6,74,56.388,22.2,15.19,29.66,97.878,20,2.6879,7.4406,509.16
5,25,5,1,"PSME",2.53,226,20.574,8.1,11.46,18.39,60.687,20,0.3578,55.891,65.268
5,25,5,10,"PICO",6.53,148,37.592,14.8,,,79.707,20,1.1946,16.741,218.96
5,25,5,11,"PSME",3.14,192,17.018,6.7,9.46,15.5,51.15,20,0.2448,81.689,48.362
5,25,5,2,"PSME",4.51,276,29.464,11.6,,,73.625,20,0.7339,27.252,124.7
5,25,5,3,"ABGR",12.51,334,71.374,28.1,12.55,36.72,121.18,20,4.3065,4.6441,1271.3
5,25,5,4,"LAOC",4.52,22,33.782,13.3,15.8,27.7,91.41,20,0.9648,20.731,191
5,25,5,5,"PICO",3.69,62,33.02,13,11.42,24.24,79.992,20,0.9217,21.698,171.36
5,25,5,6,"PSME",4.09,54,31.242,12.3,9.73,26.28,86.724,20,0.8251,24.238,156.93
5,25,5,7,"LAOC",3.21,56,26.924,10.6,,,76.981,20,0.6128,32.636,116.03
5,25,5,8,"PICO",7.87,111,35.306,13.9,15.35,25.88,85.404,20,1.0538,18.98,207.39
5,25,5,9,"PSME",3.25,140,22.86,9,,,60.867,20,0.4418,45.272,74.782
5,26,1,1,"THPL",0.84,360,25.5,10.039,14.53,24.21,79.893,40,0.5497,72.767,81.441
5,26,1,2,"THPL",2,34,19.7,7.7559,13.7,21.18,69.894,40,0.3281,121.92,47.657
5,26,1,3,"THPL",2.52,104,18.3,7.2047,14.71,21.65,71.445,40,0.2831,141.29,43.303
5,26,1,4,"THPL",3.15,137,21.6,8.5039,13.76,22.17,73.161,40,0.3944,101.42,57.195
5,26,1,5,"PSME",6.7,152,57.5,22.638,21.31,33.08,109.16,40,2.795,14.311,586.44
5,26,1,6,"THPL",2.01,191,22.8,8.9764,13.38,19.77,65.241,40,0.4395,91.021,56.897
5,26,1,7,"PSME",4.98,294,58.7,23.11,15.22,32.1,105.93,40,2.9129,13.732,592.78
5,26,1,8,"THPL",1.99,297,17.8,7.0079,10.28,16.81,55.473,40,0.2678,149.34,34.661
5,26,2,1,"PSME",3.63,96,30.7,12.087,14.45,23.99,79.167,20,0.7968,25.102,141.33
5,26,2,2,"PSME",4.68,126,45.8,18.031,16.44,28.33,93.489,20,1.7733,11.278,330.21
5,26,2,3,"THPL",3.65,160,28.3,11.142,9,18.17,59.961,20,0.677,29.54,76.095
5,26,2,4,"PSME",7.32,146,45.4,17.874,16.22,32.18,106.19,20,1.7424,11.478,365.62
5,26,2,5,"THPL",2.82,182,15.5,6.1024,4.69,8.06,26.598,20,0.2031,98.473,19.438
5,26,2,6,"THPL",6.63,201,34,13.386,9.36,19.4,64.02,20,0.9772,20.466,111.46
5,26,3,1,"THPL",1.3,36,20.1,7.9134,9.24,16.19,53.427,20,0.3415,58.559,40.117
5,26,3,2,"THPL",3.1,76,16.2,6.378,7.7,12.28,40.524,20,0.2219,90.147,25.215
5,26,3,3,"THPL",6.27,200,31.8,12.52,13.24,24.65,81.345,20,0.8549,23.395,122.69
5,26,3,4,"THPL",7.87,202,35.3,13.898,12.65,25.83,85.239,20,1.0534,18.986,155.29
5,26,3,5,"THPL",2.78,270,21.6,8.5039,7.04,14.52,47.916,20,0.3944,50.708,41.166
5,26,3,6,"PSME",5.94,278,35.6,14.016,16.3,28.54,94.182,20,1.0714,18.667,210.9
5,26,3,7,"THPL",2.4,305,11.6,4.5669,5.73,9.52,31.416,20,0.1138,175.82,16.495
5,26,4,1,"PSME",1.71,25,53.2,20.945,16.38,22.81,75.273,20,2.3926,8.3591,356.54
5,26,4,10,"THPL",4.96,276,27.4,10.787,14.2,23.48,77.484,20,0.6347,31.512,89.908
5,26,4,11,"PSME",5.02,332,40.2,15.827,13.77,30.02,99.066,20,1.3662,14.64,274.22
5,26,4,12,"THPL",5.76,330,29,11.417,10.49,24.9,82.17,20,0.711,28.131,104.79
5,26,4,13,"ABGR",4.05,14,21,8.2677,9.8,17.24,56.892,20,0.3728,53.647,84.41
5,26,4,14,"THPL",0.87,218,26,10.236,8.3,23.22,76.626,20,0.5715,34.997,81.236
5,26,4,2,"THPL",4.81,98,21.8,8.5827,8.44,18.51,61.083,20,0.4018,49.782,50.248
5,26,4,3,"PSME",7.48,75,32.1,12.638,17.24,28.6,94.38,20,0.8711,22.96,176.52
5,26,4,4,"PSME",7.91,104,33.5,13.189,22.16,29.48,97.284,20,0.9487,21.081,195.06
5,26,4,5,"PSME",5.91,150,47.1,18.543,20.9,30.2,99.66,20,1.8754,10.664,369.05
5,26,4,6,"THPL",3.16,172,19.1,7.5197,10.01,13.94,46.002,20,0.3084,64.851,33.581
5,26,4,7,"PSME",10.94,200,48,18.898,21.26,32.22,106.33,20,1.9477,10.268,406.18
5,26,4,8,"PSME",8.54,218,49.6,19.528,16.91,30.48,100.58,20,2.0797,9.6165,410.04
5,26,4,9,"PSME",7.42,262,56.5,22.244,17.62,29.27,96.591,20,2.6986,7.4111,504.7
5,26,5,1,"PSME",5.34,299,35.1,13.819,16.07,26.85,88.605,40,1.0415,38.406,195.04
5,26,5,2,"PSME",4.92,349,36.2,14.252,18.52,27.57,90.981,40,1.1078,36.107,210.69
5,26,5,3,"THPL",3.25,11,20.8,8.189,9.38,17.76,58.608,40,0.3657,109.37,45.249
5,26,5,4,"PSME",6.05,14,44.8,17.638,18.32,28.8,95.04,40,1.6967,23.575,321.88
5,26,5,5,"THPL",4.79,59,34.7,13.661,11.52,26.5,87.45,40,1.0179,39.296,154.04
5,26,5,6,"THPL",2.24,136,21.5,8.4646,3.28,18.27,60.291,40,0.3908,102.36,48.67
5,26,5,7,"PSME",4.94,148,34.7,13.661,18.87,29.46,97.218,40,1.0179,39.296,207.32
5,28,1,1,"TSHE",4.01,253,15.1,5.9449,1.5,6.7,22.11,10,0.1928,51.88,46.714
5,28,2,1,"PSME",3.81,261,38.7,15.236,15.17,24.22,79.926,10,1.2661,7.8982,211.43
5,28,2,10,"PSME",11.12,134,48.8,19.213,17.46,28.11,92.763,10,2.0132,4.9672,368.77
5,28,2,11,"PSME",11.07,260,36.2,14.252,14.98,23.78,78.474,10,1.1078,9.0268,185.21
5,28,2,13,"PSME",5.35,133,19.2,7.5591,,,52.223,10,0.3116,32.089,55.261
5,28,2,2,"PSME",8.35,268,51.8,20.394,,,99.94,10,2.2683,4.4085,442.23
5,28,2,3,"PSME",7.92,290,43.1,16.969,,,91.891,10,1.5704,6.3679,290.71
5,28,2,4,"ABGR",5.21,52,29.9,11.772,2.38,18.49,61.017,10,0.7558,13.232,143.45
5,28,2,5,"ABGR",5.67,63,20.6,8.1102,,,59.51,10,0.3587,27.875,84.739
5,28,2,6,"PSME",11.98,99,41.8,16.457,,,90.492,10,1.4771,6.7702,271.14
5,28,2,7,"PSME",14.03,98,57.3,22.559,12.87,29.44,97.152,10,2.7756,3.6028,521.23
5,28,2,8,"ABGR",8.73,117,32.2,12.677,8.45,23.67,78.111,10,0.8765,11.409,196.44
5,28,2,9,"PSME",11.83,134,50.4,19.843,,,98.781,10,2.1474,4.6568,415.42
5,28,3,1,"PSME",11.23,13,70.1,27.598,10.01,32.35,106.75,20,4.1542,4.8144,840.9
5,28,3,2,"PSME",10.49,35,54.2,21.339,,,101.82,20,2.4834,8.0535,490.36
5,28,3,3,"ABGR",1.37,60,7.7,3.0315,0.5,3.73,12.309,20,0.0501,399.03,35.59
5,28,3,4,"THPL",2.25,98,9.3,3.6614,0.1,6.8,22.44,20,0.0731,273.54,13.383
5,28,3,5,"PSME",3.26,101,48.5,19.094,9.91,27.73,91.509,20,1.9885,10.058,359.97
5,28,3,6,"PSME",7.78,129,47.7,18.78,,,96.407,20,1.9235,10.398,366.35
5,28,3,7,"THPL",10.22,204,79.5,31.299,,,109.32,20,5.343,3.7432,951.02
5,28,3,8,"PSME",11.23,308,47.2,18.583,11.33,26.7,88.11,20,1.8834,10.619,330.5
5,28,4,1,"THPL",10.16,132,53,20.866,10.39,32.18,106.19,20,2.3746,8.4223,416.7
5,28,4,10,"THPL",4.19,39,25.7,10.118,,,48.834,20,0.5584,35.819,54.637
5,28,4,11,"PIEN",4.48,40,49.2,19.37,10.33,37.3,123.09,20,2.0463,9.7735,56.77
5,28,4,12,"THPL",4.64,49,21,8.2677,8.86,14.37,47.421,20,0.3728,53.647,39.202
5,28,4,13,"TSHE",12.15,49,60.2,23.701,,,61.52,20,3.0637,6.5281,453.04
5,28,4,14,"ABGR",8.33,57,55.8,21.969,12.64,35.42,116.89,20,2.6322,7.5983,763.52
5,28,4,15,"THPL",8.42,132,40.9,16.102,,,74.667,20,1.4141,14.143,180.72
5,28,4,2,"TSHE",4.45,179,59.7,23.504,12.59,38.28,126.32,20,3.013,6.6379,876.84
5,28,4,3,"THPL",3.93,196,24.4,9.6063,4.98,,46.114,20,0.5033,39.738,48.105
5,28,4,4,"THPL",9.93,263,49.5,19.488,6.85,30.91,102,20,2.0714,9.6554,350.88
5,28,4,5,"THPL",16.95,298,79.1,31.142,,,109.09,20,5.2893,3.7812,939.61
5,28,4,6,"THPL",5.53,304,67.8,26.693,14.3,25.62,84.546,20,3.886,5.1466,539.65
5,28,4,7,"PSME",8.83,323,47.6,18.74,20.57,32.03,105.7,20,1.9154,10.442,397.65
5,28,4,8,"PSME",6.41,353,43.2,17.008,,,91.996,20,1.5777,12.677,292.25
5,28,4,9,"TSHE",9.03,22,54.2,21.339,,,91.246,20,2.4834,8.0535,537.13
5,28,5,1,"LAOC",5.19,169,44,17.323,19.75,34.8,114.84,20,1.6366,12.22,373.37
5,28,5,2,"THPL",5.59,176,39.9,15.709,4.94,23.24,76.692,20,1.3458,14.861,176.9
5,28,5,3,"THPL",8.16,211,41.2,16.22,,,75.079,20,1.435,13.938,184.18
5,28,5,4,"TSHE",1.38,223,19,7.4803,2.34,13.53,44.649,20,0.3052,65.535,67.369
5,28,5,5,"PSME",6.51,280,36.7,14.449,22.1,31.94,105.4,20,1.1386,17.565,246.04
5,28,5,6,"PSME",8.65,313,52.2,20.551,,,100.26,20,2.3035,8.6824,450.06
5,28,5,7,"PSME",2.15,38,31.1,12.244,8.21,17.66,58.278,20,0.8177,24.46,112.96
5,28,5,8,"PSME",9.37,38,49.5,19.488,,,98.01,20,2.0714,9.6554,398.68
5,28,5,9,"PSME",11.18,78,49.1,19.331,13.3,24,79.2,20,2.038,9.8134,322.17
5,29,1,1,"THPL",5.316,296,79.2,31.181,9.87,35,115.5,20,5.3027,3.7717,996.7
5,29,1,2,"THPL",11.314,340,84.8,33.386,11.07,36.91,121.8,20,6.0791,3.29,1202.7
5,29,1,3,"THPL",14.035,20,109,42.913,6.58,40.97,135.2,20,10.044,1.9913,2196.8
5,29,1,4,"THPL",18.748,80,81.7,32.165,8.65,35.79,118.11,20,5.6428,3.5444,1083.6
