plot,subplot,point,scale,utme,utmn,slope,wetind,elevclass,insoclass,elev1,elevsq1,inso1,insosq1,LAIbeer2total,LAIbeer2can,acblue,acgreen,acred,acnir,acmir1,acmir2,acndvi,acndviC,acsr,acsrC,acvegind,acsavi,acsarvi2,acslavi,acinfrared,acbrightness,acgreenness,acwetness,MIRc
13,8,a,subplot,518685,5355953,21.36303,5.02787,Upper,Lower,1444.863,2087629.089,12210,149084100,6.151061397,5.821088258,0.0175,0.0371,0.0204,0.2258,0.0273,0.0212,0.834281072,0.739143757,11.06862745,9.806415549,0.2054,0.412891986,4.219565307,5.427884615,0.78427499,0.19584861,0.12276154,-0.0030096,0.885964912
13,9,a,subplot,518685,5355983,21.91561,4.999836,Upper,Lower,1435.096,2059500.529,11903,141681409,3.338062149,3.328268345,0.0175,0.0349,0.0223,0.2087,0.0273,0.0212,0.806926407,0.714908483,9.358744395,8.291519157,0.1864,0.38248974,3.847265222,4.797701149,0.768644068,0.18380467,0.11076372,-0.00442644,0.885964912
14,1,a,subplot,518727,5355492,17.75929,6.479669,Upper,Midrange,1547.699,2395372.195,13123,172213129,5.253714182,4.616873384,0.0195,0.0415,0.0223,0.2515,0.0323,0.0239,0.837107378,0.558071585,11.27802691,7.518684604,0.2292,0.444300853,4.624510714,5.443722944,0.772374912,0.21852679,0.13673926,-0.00494976,0.666666667
14,2,a,subplot,518727,5355522,16.91469,6.983227,Upper,Midrange,1541.274,2375525.543,13455,181037025,6.087532744,4.319077595,0.0195,0.0349,0.0223,0.213,0.0298,0.0212,0.810454739,0.62916881,9.551569507,7.415034222,0.1907,0.389024888,3.971096581,4.896551724,0.754530478,0.18808375,0.1130298,-0.00552641,0.776315789
14,3,a,subplot,518727,5355552,15.98869,6.59044,Upper,Midrange,1534.285,2354030.461,13459,181144681,4.58149799,3.48609025,0.0235,0.0349,0.0223,0.2002,0.0273,0.0212,0.799550562,0.708373743,8.977578475,7.953819526,0.1779,0.369342561,3.841502915,4.602298851,0.76,0.18002017,0.10283622,-0.00340844,0.885964912
14,4,a,subplot,518757,5355552,15.06975,7.191271,Upper,Midrange,1528.774,2337149.943,13502,182304004,7.838509699,6.406096753,0.0175,0.0393,0.0184,0.2215,0.0298,0.0212,0.846602751,0.657231083,12.03804348,9.345323227,0.2031,0.41174483,4.228959314,5.593434343,0.762833267,0.19351777,0.11983718,-0.00491311,0.776315789
14,5,a,subplot,518787,5355552,13.82813,6.992764,Upper,Midrange,1523.145,2319970.691,13638,185995044,5.799562385,3.913921079,0.0215,0.0371,0.0242,0.2344,0.0298,0.0212,0.81283836,0.631019253,9.685950413,7.519356242,0.2102,0.415634063,4.31321049,5.162995595,0.774413323,0.20531879,0.12562292,-0.00295041,0.776315789
14,6,a,subplot,518787,5355522,15.69726,6.861013,Upper,Midrange,1528.87,2337443.477,13442,180687364,3.208904343,0.813253153,0.0235,0.0393,0.0242,0.2301,0.0298,0.0212,0.809673614,0.628562411,9.508264463,7.381415833,0.2059,0.409452472,4.292981944,5.068281938,0.770681031,0.20390945,0.12117906,-0.00223627,0.776315789
14,7,a,subplot,518787,5355492,16.95275,6.780184,Upper,Midrange,1535.187,2356799.125,13072,170877184,3.325655737,1.602048801,0.0215,0.0503,0.0261,0.2729,0.0323,0.0212,0.82541806,0.550278707,10.4559387,6.970625798,0.2468,0.463329161,4.864971417,5.769556025,0.788335518,0.23869419,0.1468378,0.00067,0.666666667
14,8,a,subplot,518757,5355492,17.1076,6.652799,Upper,Midrange,1541.484,2376172.922,13174,173554276,4.235379017,2.805503256,0.0255,0.0437,0.0223,0.2729,0.0298,0.0212,0.848915989,0.659026886,12.23766816,9.50029502,0.2506,0.472711268,5.154469538,6.273563218,0.803105385,0.23544205,0.14963102,0.00186271,0.776315789
14,9,a,subplot,518757,5355522,16.31788,6.702589,Upper,Midrange,1535.078,2356464.466,13441,180660481,5.602967858,4.815667063,0.0195,0.0415,0.0223,0.2301,0.0298,0.0212,0.823296355,0.63913796,10.31838565,8.010325702,0.2078,0.414274322,4.266414815,5.289655172,0.770681031,0.20261713,0.12260262,-0.00299159,0.776315789
15,1,a,subplot,518461,5355578,23.31965,6.945928,Upper,Lower,1556.098,2421440.986,12623,159340129,5.879931538,3.443342852,0.0296,0.0481,0.0357,0.1574,0.0273,0.0212,0.630243397,0.558373536,4.408963585,3.906187036,0.1217,0.263381907,2.646572721,2.766256591,0.70438549,0.1628523,0.06019878,-0.0005473,0.885964912
15,2,a,subplot,518461,5355608,20.31675,7.162031,Upper,Lower,1542.85,2380386.123,11822,139759684,2.027113831,0.859490272,0.0598,0.0833,0.0665,0.2258,0.05,0.0292,0.544988026,-0.059757459,3.395488722,-0.37231236,0.1593,0.301590307,3.385615914,2.359456635,0.637418419,0.25372574,0.06858664,0.00063043,-0.109649123
15,3,a,subplot,518461,5355638,14.64398,7.569382,Upper,Lower,1533.62,2351990.304,12832,164660224,1.993194214,2.167005825,0.0457,0.0679,0.0511,0.183,0.0424,0.0266,0.56343443,0.126031386,3.581213307,0.801060871,0.1319,0.26951369,2.875267036,2.355212355,0.623779947,0.20460889,0.05682892,-0.00340417,0.223684211
15,4,a,subplot,518491,5355638,14.03094,7.178384,Upper,Lower,1534.838,2355727.686,13027,169702729,2.420329379,1.737768629,0.0215,0.0393,0.0204,0.1959,0.0349,0.0239,0.811373093,0.448390393,9.602941176,5.306888545,0.1755,0.367513612,3.791970961,4.422121896,0.697573657,0.17948679,0.0989219,-0.01070242,0.552631579
15,5,a,subplot,518521,5355638,13.30689,6.444605,Upper,Lower,1535.362,2357336.471,13280,176358400,8.161586857,6.812142758,0.0195,0.0393,0.0261,0.2087,0.0298,0.0212,0.777683135,0.603727697,7.996168582,6.207551926,0.1826,0.372754491,3.744719249,4.412262156,0.750104822,0.18831957,0.10674378,-0.00451457,0.776315789
15,6,a,subplot,518521,5355608,17.81267,5.916866,Upper,Lower,1544.015,2383982.32,12595,158634025,7.282962858,7.24628549,0.0175,0.0569,0.0415,0.1959,0.0298,0.0212,0.650379107,0.50489957,4.720481928,3.664584654,0.1544,0.314076485,2.938377802,3.124401914,0.735932654,0.19169377,0.08524242,-0.00068525,0.776315789
15,7,a,subplot,518521,5355578,20.03702,5.503073,Upper,Lower,1554.548,2416619.484,12575,158130625,6.423579779,7.010946569,0.0175,0.0349,0.0242,0.183,0.0247,0.0212,0.766409266,0.766409266,7.561983471,7.561983471,0.1588,0.336821267,3.31676344,4.030837004,0.762156957,0.16604945,0.09205838,-0.00395288,1
15,8,a,subplot,518491,5355578,21.8245,6.508496,Upper,Lower,1556.407,2422402.75,12792,163635264,7.173990979,5.065579233,0.0275,0.0437,0.03,0.1659,0.0298,0.0212,0.693721286,0.538546788,5.53,4.293026316,0.1359,0.292930019,2.981178432,3.240234375,0.695452223,0.16462413,0.0709179,-0.00391827,0.776315789
15,9,a,subplot,518491,5355608,19.46857,6.738108,Upper,Lower,1543.921,2383692.054,11941,142587481,0.039398382,0.037332053,0.0396,0.0569,0.0665,0.2258,0.045,0.0266,0.544988026,0.059757459,3.395488722,0.37231236,0.1593,0.301590307,2.999322187,2.425349087,0.667651403,0.23448848,0.08550248,-0.00511095,0.109649123
17,1,a,subplot,518731,5355038,17.64676,5.233654,Upper,Lower,1723.392,2970079.986,14516,210714256,5.634114377,3.020595477,0.0235,0.0349,0.0204,0.2044,0.0298,0.0212,0.818505338,0.635418618,10.01960784,7.778379773,0.184,0.380794702,3.998087871,4.913461538,0.745516652,0.18277563,0.10656708,-0.00521611,0.776315789
17,2,a,subplot,518731,5355068,24.22639,5.293724,Upper,Lower,1712.368,2932204.167,13270,176092900,4.95911464,2.604683137,0.0134,0.0371,0.0204,0.1916,0.0298,0.0212,0.80754717,0.626911619,9.392156863,7.29127967,0.1712,0.360674157,3.526988051,4.605769231,0.730803975,0.17113638,0.10024836,-0.00823703,0.776315789
17,3,a,subplot,518731,5355098,27.0683,5.454521,Upper,Lower,1696.69,2878756.956,11682,136469124,3.878733602,2.202837136,0.0235,0.0349,0.0223,0.1873,0.0273,0.0212,0.78721374,0.697443753,8.399103139,7.441310676,0.165,0.34878805,3.603092108,4.305747126,0.745573159,0.17103403,0.09385008,-0.00425468,0.885964912
17,4,a,subplot,518761,5355098,28.02997,5.413686,Upper,Lower,1693.138,2866716.287,11185,125104225,0.60638905,0.172364737,0.0175,0.0371,0.0223,0.1745,0.0298,0.0212,0.773373984,0.600382435,7.825112108,6.074758084,0.1522,0.327640643,3.232657916,4.011494253,0.708272149,0.16142629,0.08609982,-0.00810619,0.776315789
17,5,a,subplot,518791,5355098,28.87707,5.601613,Upper,Lower,1689.426,2854160.209,11296,127599616,5.823932897,2.686546135,0.0175,0.0415,0.0242,0.2044,0.0298,0.0212,0.788276465,0.611951467,8.446280992,6.556981296,0.1802,0.370985452,3.697623836,4.502202643,0.745516652,0.18474407,0.10450316,-0.00502677,0.776315789
17,6,a,subplot,518791,5355068,27.91018,5.418721,Upper,Lower,1704.367,2904866.871,11368,129231424,7.940775201,6.163919875,0.0195,0.0371,0.0242,0.1873,0.0273,0.0212,0.771158392,0.683219278,7.739669421,6.85707554,0.1631,0.343851019,3.437302424,4.125550661,0.745573159,0.17122523,0.09354236,-0.00465812,0.885964912
17,7,a,subplot,518791,5355038,24.44721,5.283491,Upper,Lower,1719.966,2958283.041,13125,172265625,5.73056807,4.145058522,0.0154,0.0349,0.0184,0.1745,0.0298,0.0212,0.809227579,0.628216147,9.483695652,7.362342677,0.1561,0.337927551,3.337181461,4.406565657,0.708272149,0.15828208,0.08935858,-0.00948981,0.776315789
17,8,a,subplot,518761,5355038,21.26413,5.032948,Upper,Lower,1722.222,2966048.617,13729,188485441,6.170761908,1.019812104,0.0235,0.0349,0.0204,0.183,0.0273,0.0212,0.799410029,0.708249237,8.970588235,7.947626419,0.1626,0.346744384,3.600053137,4.399038462,0.740370899,0.16729689,0.09172034,-0.0047127,0.885964912
17,9,a,subplot,518761,5355068,26.26941,5.201515,Upper,Lower,1708.828,2920093.134,12363,152843769,2.575880096,0.873148002,0.0175,0.0371,0.0223,0.1745,0.0298,0.0212,0.773373984,0.600382435,7.825112108,6.074758084,0.1522,0.327640643,3.232657916,4.011494253,0.708272149,0.16142629,0.08609982,-0.00810619,0.776315789
19,1,a,subplot,513867,5356213,13.93352,5.886306,Lower,Midrange,930.6315,866074.9888,12383,153338689,8.588812022,7.859459866,0.0215,0.0349,0.0223,0.2643,0.0273,0.0212,0.844382415,0.748093192,11.85201794,10.50047203,0.242,0.461479786,4.89145814,6.075862069,0.812757202,0.22396003,0.14815708,0.00027132,0.885964912
19,2,a,subplot,513867,5356243,7.943117,8.854516,Lower,Midrange,924.6948,855060.4731,12440,154753600,7.904707652,7.696109839,0.0255,0.0371,0.0223,0.2301,0.0273,0.0212,0.823296355,0.729411683,10.31838565,9.141727637,0.2078,0.414274322,4.430136869,5.289655172,0.787878788,0.20243455,0.12221608,-0.00045078,0.885964912
19,3,a,subplot,513867,5356273,14.00814,5.475318,Lower,Midrange,928.0825,861337.1268,15732,247495824,3.563278846,3.169977319,0.0215,0.0437,0.0223,0.2215,0.0298,0.0212,0.817063167,0.634299037,9.932735426,7.710939344,0.1992,0.401720893,4.17067962,5.091954023,0.762833267,0.19821241,0.11516338,-0.00255953,0.776315789
19,4,a,subplot,513897,5356273,13.88111,4.791588,Lower,Midrange,937.8702,879600.512,15809,249924481,5.678962121,5.873497288,0.0215,0.0415,0.0261,0.213,0.0298,0.0212,0.781681305,0.606831539,8.16091954,6.335450696,0.1869,0.379312678,3.866843216,4.503171247,0.754530478,0.19290099,0.10829068,-0.00323627,0.776315789
19,5,a,subplot,513927,5356273,7.918754,6.459694,Lower,Midrange,941.5563,886528.2661,15925,253605625,6.983525242,5.357836659,0.0255,0.0437,0.0261,0.2215,0.0323,0.0212,0.78917609,0.526117394,8.486590038,5.657726692,0.1954,0.392054575,4.115937145,4.682875264,0.745468873,0.20169183,0.112034,-0.0030645,0.666666667
19,6,a,subplot,513927,5356243,10.03157,6.22188,Lower,Midrange,940.0378,883671.0654,15923,253541929,6.565470935,4.588052317,0.0235,0.0437,0.0261,0.2558,0.0298,0.0212,0.814827953,0.632563806,9.800766284,7.608489615,0.2297,0.440657373,4.645471828,5.408033827,0.791316527,0.22430151,0.13665668,0.00056763,0.776315789
19,7,a,subplot,513927,5356213,10.72978,7.763165,Lower,Midrange,937.51,878925.0001,13335,177822225,7.814040594,6.024604624,0.0215,0.0437,0.0242,0.2344,0.0298,0.0212,0.81283836,0.631019253,9.685950413,7.519356242,0.2102,0.415634063,4.31321049,5.162995595,0.774413323,0.20794031,0.12328388,-0.00153735,0.776315789
19,8,a,subplot,513897,5356213,11.19003,8.103486,Lower,Midrange,930.3616,865572.7068,12612,159062544,7.491005688,7.483940797,0.0215,0.0349,0.0242,0.2643,0.0298,0.0212,0.832235702,0.646077716,10.9214876,8.478523271,0.2401,0.456753329,4.808732225,5.821585903,0.797347841,0.22527329,0.14723094,-0.00145999,0.776315789
19,9,a,subplot,513897,5356243,12.59943,6.837212,Lower,Midrange,932.761,870043.0831,13675,187005625,9.561195884,9.410689217,0.0235,0.0393,0.0223,0.2258,0.0298,0.0212,0.820233777,0.636760432,10.12556054,7.860632523,0.2035,0.408033685,4.299235222,5.190804598,0.766823161,0.20017231,0.11904932,-0.00269429,0.776315789
22,1,a,subplot,512874,5354952,23.37945,4.235019,Lower,Lower,841.217,707646.0411,15202,231100804,4.072285042,1.154761035,0.0316,0.0569,0.0357,0.3242,0.0399,0.0239,0.801611559,0.267203853,9.081232493,3.027077498,0.2885,0.503256193,5.542108499,5.439597315,0.780829442,0.28656402,0.17158912,0.00173676,0.333333333
22,2,a,subplot,512874,5354982,19.73229,4.42102,Lower,Lower,842.8681,710426.634,14180,201072400,3.533352541,2.757958341,0.0336,0.0569,0.0357,0.2857,0.0374,0.0239,0.77784692,0.344572539,8.00280112,3.545100496,0.25,0.456537619,5.008414136,4.793624161,0.768492727,0.25988562,0.14416172,0.00164361,0.442982456
22,3,a,subplot,512874,5355012,22.32314,4.28637,Lower,Lower,838.1885,702559.9615,13343,178035649,1.803160168,0.32846733,0.0316,0.0415,0.0261,0.2173,0.0298,0.0212,0.785538209,0.609825715,8.325670498,6.463349466,0.1912,0.385794996,4.204415516,4.594080338,0.758802104,0.19949298,0.10790862,-0.00030193,0.776315789
22,4,a,subplot,512904,5355012,24.24781,4.194116,Lower,Lower,829.7056,688411.3827,13488,181926144,4.902158972,3.584533674,0.0296,0.0503,0.03,0.2472,0.0374,0.0239,0.783549784,0.347098808,8.24,3.650175439,0.2172,0.419197118,4.505476269,4.586270872,0.737174982,0.22679532,0.12361618,-0.00387327,0.442982456
22,5,a,subplot,512934,5355012,20.56417,4.376299,Lower,Lower,814.8925,664049.7866,13854,191933316,3.77495363,2.004704021,0.0296,0.0437,0.0223,0.2344,0.0298,0.0212,0.82625633,0.641435835,10.51121076,8.160018881,0.2121,0.420444033,4.626155994,5.388505747,0.774413323,0.21008296,0.12144088,0.00041377,0.776315789
22,6,a,subplot,512934,5354982,17.96896,5.619898,Lower,Lower,815.675,665325.7056,14471,209409841,5.991313525,4.87043977,0.0336,0.0481,0.028,0.2772,0.0298,0.0212,0.816513761,0.633872525,9.9,7.685526316,0.2492,0.464232489,5.221253771,5.634146341,0.805863192,0.2452948,0.14576148,0.00574171,0.776315789
22,7,a,subplot,512934,5354952,15.66556,5.35905,Lower,Lower,815.0313,664276.02,15247,232471009,2.630204941,2.265284045,0.0336,0.0547,0.0357,0.3114,0.0349,0.0239,0.794295592,0.438952827,8.722689076,4.820433437,0.2757,0.488195018,5.411824749,5.224832215,0.798440658,0.2763429,0.16290452,0.00476576,0.552631579
22,8,a,subplot,512904,5354952,23.74366,4.217726,Lower,Lower,828.4135,686268.927,14780,218448400,7.984500163,6.452081525,0.0255,0.0459,0.0261,0.2815,0.0374,0.0239,0.83029909,0.36780793,10.78544061,4.777760973,0.2554,0.474368499,5.12090468,5.63,0.765443713,0.24595845,0.1522168,-0.00400303,0.442982456
22,9,a,subplot,512904,5354982,23.40249,4.927066,Lower,Lower,830.8737,690351.1054,14293,204289849,2.272878631,2.632685044,0.0255,0.0481,0.028,0.2772,0.0374,0.0239,0.816513761,0.361701272,9.9,4.385526316,0.2492,0.464232489,4.968300171,5.341040462,0.762237762,0.24457867,0.1475761,-0.00363815,0.442982456
23,1,a,subplot,511891,5354770,19.32181,5.136812,Lower,Lower,716.5038,513377.6954,15069,227074761,5.193462522,4.497695092,0.0296,0.0459,0.03,0.2173,0.0298,0.0212,0.757379701,0.58796582,7.243333333,5.623114035,0.1873,0.375953432,3.984089169,4.244140625,0.758802104,0.20205102,0.10524122,0.00047605,0.776315789
23,2,a,subplot,511891,5354800,22.09239,6.089598,Lower,Lower,717.7437,515156.0189,14434,208340356,3.378327198,3.309827845,0.0296,0.0437,0.03,0.1873,0.0323,0.0212,0.723884031,0.482589354,6.243333333,4.162222222,0.1573,0.328941865,3.433598184,3.658203125,0.70582878,0.18085068,0.0850624,-0.00387022,0.666666667
23,3,a,subplot,511891,5354830,23.19604,4.936953,Lower,Lower,717.1354,514283.1819,13106,171767236,3.201117015,3.059401832,0.0275,0.0415,0.028,0.183,0.0323,0.0212,0.734597156,0.489731438,6.535714286,4.357142857,0.155,0.327004219,3.385018563,3.719512195,0.699953553,0.17545285,0.08446014,-0.00535998,0.666666667
23,4,a,subplot,511921,5354830,22.85131,4.260465,Lower,Lower,732.5566,536639.1722,14120,199374400,3.168094099,3.208514463,0.0336,0.0503,0.0319,0.2173,0.0374,0.0239,0.743980738,0.329570415,6.811912226,3.017557609,0.1854,0.371195942,4.007089133,3.894265233,0.706321162,0.20813314,0.1005846,-0.00460837,0.442982456
23,5,a,subplot,511951,5354830,19.50924,4.433276,Lower,Lower,741.1765,549342.6042,14123,199459129,0.143976914,0.191088263,0.0296,0.0459,0.03,0.2215,0.0298,0.0212,0.761431412,0.591111227,7.383333333,5.731798246,0.1915,0.382235529,4.058923273,4.326171875,0.762833267,0.20497674,0.10816694,0.00075157,0.776315789
23,6,a,subplot,511951,5354800,17.9602,5.908099,Lower,Lower,742.315,551031.5592,14809,219306481,5.124735193,4.156708778,0.0275,0.0437,0.0261,0.2087,0.0349,0.0239,0.777683135,0.429772259,7.996168582,4.418935269,0.1826,0.372754491,3.938570381,4.174,0.713464696,0.19451283,0.1016757,-0.00681728,0.552631579
23,7,a,subplot,511951,5354770,20.87212,4.360119,Lower,Lower,739.8486,547375.9509,15573,242518329,8.10094833,6.761147864,0.0235,0.0437,0.0261,0.2087,0.0273,0.0212,0.777683135,0.68899997,7.996168582,7.084324797,0.1826,0.372754491,3.839199361,4.412262156,0.768644068,0.19092015,0.10390732,-0.00061488,0.885964912
23,8,a,subplot,511921,5354770,22.40695,4.282228,Lower,Lower,730.3661,533434.64,15255,232715025,4.033916657,2.830715893,0.0255,0.0415,0.0242,0.2087,0.0298,0.0212,0.792185487,0.614986102,8.623966942,6.694921705,0.1845,0.377609497,3.967230035,4.5969163,0.750104822,0.19058825,0.10482334,-0.00264389,0.776315789
23,9,a,subplot,511921,5354800,21.95281,5.914259,Lower,Lower,733.8157,538485.4816,14984,224520256,1.792428845,1.138559414,0.0316,0.0459,0.0357,0.2087,0.0323,0.0212,0.707855974,0.471903983,5.845938375,3.89729225,0.173,0.348602902,3.647019142,3.667838313,0.731950207,0.19956924,0.09592424,-0.00094234,0.666666667
24,1,a,subplot,514140,5354862,23.03406,4.944757,Lower,Midrange,910.7433,829453.3585,14369,206468161,6.140844484,4.021154274,0.0316,0.0547,0.0396,0.2686,0.0374,0.0239,0.74302401,0.329146601,6.782828283,3.004673932,0.229,0.42501856,4.510715411,4.22992126,0.755555556,0.24791028,0.1319215,-0.00011323,0.442982456
24,2,a,subplot,514140,5354892,22.64328,5.88005,Lower,Midrange,912.6198,832874.8994,14751,217592001,5.842659736,3.196222741,0.0275,0.0547,0.0357,0.2686,0.0298,0.0212,0.765363128,0.594163481,7.523809524,5.84085213,0.2329,0.434352853,4.561121774,4.72056239,0.800268097,0.24275943,0.1359634,0.00570177,0.776315789
24,3,a,subplot,514140,5354922,20.2016,5.781898,Lower,Midrange,914.3317,836002.4576,14726,216855076,9.646631828,7.893796012,0.0255,0.0437,0.028,0.2601,0.0298,0.0212,0.805623048,0.625417892,9.289285714,7.211419173,0.2321,0.44175866,4.691353034,5.286585366,0.794411866,0.22875085,0.13811762,0.00155085,0.776315789
24,4,a,subplot,514170,5354922,26.92907,5.172831,Lower,Midrange,929.5233,864013.5652,12553,157577809,7.690509031,6.205602484,0.0275,0.0437,0.028,0.29,0.0323,0.0212,0.823899371,0.549266247,10.35714286,6.904761905,0.262,0.480440098,5.232674256,5.894308943,0.799565622,0.25086289,0.15821666,0.00213024,0.666666667
24,5,a,subplot,514200,5354922,25.07311,4.849386,Lower,Midrange,944.7822,892613.4054,13960,194881600,7.008868128,3.647925122,0.0255,0.0437,0.028,0.29,0.0298,0.0212,0.823899371,0.639606091,10.35714286,8.040413534,0.262,0.480440098,5.170712453,5.894308943,0.813633521,0.24957919,0.15894596,0.00351229,0.776315789
24,6,a,subplot,514200,5354892,24.67385,5.273058,Lower,Midrange,947.7108,898155.7604,15226,231831076,4.013353723,1.229384426,0.0235,0.0437,0.0261,0.2986,0.0298,0.0212,0.839236218,0.651512327,11.44061303,8.881528534,0.2725,0.495634776,5.32663513,6.312896406,0.818514007,0.25411599,0.16647116,0.00337531,0.776315789
24,7,a,subplot,514200,5354862,25.22842,4.149213,Lower,Midrange,945.2113,893424.4016,16446,270470916,3.357313842,1.148397296,0.0255,0.0437,0.0261,0.3114,0.0349,0.0212,0.845333333,0.467157895,11.93103448,6.593466425,0.2853,0.510985075,5.586449971,6.583509514,0.798440658,0.26491053,0.17459542,0.0008494,0.552631579
24,8,a,subplot,514170,5354862,28.87069,3.992437,Lower,Midrange,930.0266,864949.4767,15088,227647744,4.103481542,1.665979174,0.0316,0.0547,0.0357,0.3242,0.0349,0.0212,0.801611559,0.442995861,9.081232493,5.018575851,0.2885,0.503256193,5.542108499,5.69771529,0.805625174,0.28411626,0.1731999,0.006535,0.552631579
24,9,a,subplot,514170,5354892,29.37908,5.357907,Lower,Midrange,931.2701,867263.9992,13330,177688900,2.939416804,1.79159112,0.0296,0.0459,0.03,0.2943,0.0298,0.0212,0.814986124,0.632686596,9.81,7.615657895,0.2643,0.480953536,5.276291623,5.748046875,0.81610614,0.25568922,0.15887942,0.00552725,0.776315789
25,1,a,subplot,516739,5357919,18.46725,5.590748,Midrange,Upper,1164.239,1355452.449,16515,272745225,7.642715998,6.19194281,0.0316,0.0437,0.0261,0.2429,0.0298,0.0212,0.805947955,0.625670123,9.30651341,7.224793305,0.2168,0.422886866,4.662365591,5.135306554,0.781444811,0.21819978,0.1249619,0.00184845,0.776315789
25,2,a,subplot,516739,5357949,18.99119,4.462199,Midrange,Upper,1168.56,1365532.474,16286,265233796,4.232023531,2.494158405,0.0215,0.0371,0.0223,0.2344,0.0298,0.0212,0.82625633,0.641435835,10.51121076,8.160018881,0.2121,0.420444033,4.393305439,5.388505747,0.774413323,0.20457703,0.12648856,-0.00312635,0.776315789
25,3,a,subplot,516739,5357979,19.09213,5.14966,Midrange,Upper,1172.153,1373942.655,16067,258148489,6.095896388,5.650343128,0.0215,0.0437,0.028,0.2215,0.0298,0.0212,0.775551102,0.602072566,7.910714286,6.141212406,0.1935,0.387258172,3.938530429,4.50203252,0.762833267,0.20043769,0.11256646,-0.00203171,0.776315789
25,4,a,subplot,516769,5357979,16.3482,4.621197,Midrange,Upper,1181.858,1396788.332,16248,263997504,9.547659615,9.112760384,0.0175,0.0349,0.0223,0.1959,0.0273,0.0212,0.795600367,0.704874009,8.784753363,7.782983243,0.1736,0.362573099,3.621344236,4.503448276,0.755376344,0.17488819,0.10184724,-0.00526612,0.885964912
25,5,a,subplot,516799,5357979,11.65074,4.971348,Midrange,Upper,1189.659,1415288.536,16769,281199361,6.77921847,6.782083656,0.0255,0.0393,0.0223,0.2087,0.0298,0.0212,0.806926407,0.626429711,9.358744395,7.265341043,0.1864,0.38248974,4.047774159,4.797701149,0.750104822,0.18897265,0.10646866,-0.00329085,0.776315789
25,6,a,subplot,516799,5357949,13.49726,7.653746,Midrange,Upper,1185.302,1404940.831,16857,284158449,7.895134752,7.477405837,0.0195,0.0393,0.0223,0.2173,0.0298,0.0212,0.813856427,0.631809595,9.744394619,7.564727401,0.195,0.395484045,4.046146823,4.995402299,0.758802104,0.19282681,0.11446582,-0.00430229,0.776315789
25,7,a,subplot,516799,5357919,15.48384,5.776708,Midrange,Upper,1181.133,1395075.164,16885,285103225,3.386230447,2.511190213,0.0275,0.0437,0.0223,0.2215,0.0298,0.0212,0.817063167,0.634299037,9.932735426,7.710939344,0.1992,0.401720893,4.334015056,5.091954023,0.762833267,0.20034901,0.11315698,-0.00098393,0.776315789
25,8,a,subplot,516769,5357919,18.02026,7.408625,Midrange,Upper,1172.802,1375464.531,16749,280529001,4.048926711,3.841575128,0.0175,0.0349,0.0223,0.2044,0.0273,0.0212,0.803264226,0.711663919,9.165919283,8.120682873,0.1821,0.375877253,3.771904387,4.698850575,0.764350453,0.18080929,0.10776834,-0.00470852,0.885964912
25,9,a,subplot,516769,5357949,17.60866,5.235946,Midrange,Upper,1178.044,1387787.666,16629,276523641,9.347641586,8.271482102,0.0235,0.0349,0.0204,0.1959,0.0273,0.0212,0.811373093,0.718848091,9.602941176,8.507868937,0.1755,0.367513612,3.841775754,4.709134615,0.755376344,0.17628303,0.10070648,-0.00386646,0.885964912
26,1,a,subplot,515313,5356202,9.415866,5.18721,Midrange,Midrange,1079.688,1165726.177,15252,232623504,6.886559291,7.772998134,0.0175,0.0393,0.0223,0.2215,0.0273,0.0212,0.817063167,0.723889297,9.932735426,8.80005507,0.1992,0.401720893,4.068461256,5.091954023,0.780546624,0.19446883,0.11812084,-0.00264472,0.885964912
26,2,a,subplot,515313,5356232,8.918128,5.935029,Midrange,Midrange,1077.911,1161892.124,15248,232501504,9.848846226,9.854899028,0.0255,0.0349,0.0204,0.2044,0.0247,0.0212,0.818505338,0.818505338,10.01960784,10.01960784,0.184,0.380794702,4.050900445,4.913461538,0.784373636,0.18232197,0.1060217,-0.00080012,1
26,3,a,subplot,515313,5356262,9.528975,6.784608,Midrange,Midrange,1076.113,1158019.189,14950,223502500,7.368998221,8.076564849,0.0255,0.0437,0.0223,0.2429,0.0273,0.0212,0.831825038,0.736967797,10.89237668,9.650263551,0.2206,0.432435964,4.652241765,5.583908046,0.797927461,0.21397255,0.12879352,0.00180196,0.885964912
26,4,a,subplot,515343,5356262,8.179676,5.328626,Midrange,Midrange,1078.061,1162215.52,14689,215766721,9.088395275,7.412553809,0.0195,0.0349,0.0223,0.2087,0.0273,0.0212,0.806926407,0.714908483,9.358744395,8.291519157,0.1864,0.38248974,3.895506792,4.797701149,0.768644068,0.18451687,0.11009492,-0.00390124,0.885964912
26,5,a,subplot,515373,5356262,9.295222,5.893351,Midrange,Midrange,1079.69,1165730.496,14266,203518756,9.166714666,8.397964053,0.0195,0.0349,0.0204,0.1916,0.0273,0.0212,0.80754717,0.715458457,9.392156863,8.321121431,0.1712,0.360674157,3.665168058,4.605769231,0.750571037,0.17186325,0.0990487,-0.00519894,0.885964912
26,6,a,subplot,515373,5356232,8.365458,5.306116,Midrange,Midrange,1084.067,1175201.26,14599,213130801,7.708555101,7.071034788,0.0215,0.0393,0.0204,0.213,0.0247,0.0212,0.825192802,0.825192802,10.44117647,10.44117647,0.1926,0.393918735,4.100838905,5.120192308,0.792175011,0.18863601,0.1117907,-0.00034432,1
